User,Time,Content
,,"这篇书评可能有关键情节透露

                        他是一个纯粹的小资产阶级知识分子，从书本上学习人权和正义，从俱乐部那里学习革命和勇气。而他对周遭社会的理解和体会之匮乏，在全书中仅次于他的爱妻珂赛特。他过苦日子时一边吃黑面包一边译书，除了马伯夫这个前知识分子和爱波妮以外没有结识其他下层阶级的人，即使是爱波...

                         (展开)"
,,"福楼拜1862年7月致友人的信函：  　　  　　我有生以来，一直赞佩雨果，现在却感到愤慨！我要爆发出来，怎样！这部小说，既不真实，也不伟大。至于文笔，觉得作者故意写得不伦不类，不登大雅，以取悦庸众……  　　  　　各种人都死板板一种性格，像悲剧中的人物！生活里哪有像...

                         (展开)"
,,"都已经记不清我上次看世界名著是何时何地了——应该是《堂吉珂德》，去年暑假买回来的。一年，也就是说一整年我都没有再碰任何一本世界名著了，当然我所提到的名著是单纯的小说名著——曾经在小学和初中无比热衷过的那些动人的故事。不知道是因为什么，也许是因为口味的变化...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        王安忆老师说，“《悲惨世界》对我来说，它可以概括为这样的一句话：'一个人也就是冉·阿让的苦行、苦修。'这个人的修行不是在宗教场所，而是在世俗的人间，这个'俗世'就是用'悲惨世界'来命名的。” 这个“俗世”既是冉阿让的“悲惨世界”，又是穷人的“悲惨世界”。在此间，穷...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        《悲惨世界》是法国作家雨果的经典之作，于1862年首次出版，是非常经典的社会写实文学。雨果生活于一个动荡的时代，诗家不幸文章幸，雨果对于当时社会的观察和追思，对于当时生活困窘人们的关怀和爱护，点点滴滴都融入到书中的人物和故事里，雨果笔下的人物负载着一个时代人们...

                         (展开)"
,,"有的人，经历了最惨的痛； 有的人，获得了最纯的美； 有的人，死里复活又向死而生； 有的人，追索真相又被真相欺瞒。 在那个最特殊的时代背景中，诞生了这个最特别的故事，这里有千万个民众与贵族的真实缩影，也有着雨果最悲悯的教导与最动人的忧愁。 跟着后浪插图珍藏版一路读...

                         (展开)"
,,"我宣布！今年我的年度top1就是这本书了！ 对于94w+字的大部头我一直是抗拒的，但是一起读书的小伙伴读完一直很赞叹，当时虽然没有狠下心去立一个阅读flag，但这颗“草”已经暗暗的随时间疯长了，终于在10月份，让我狠下勇气拿起读了下去，便一发不可收拾，请允许我疯狂为尊敬的...

                         (展开)"
,,"这个标题，是我当年第一次读完《悲惨世界》最直接的感受。 真正伟大的作品，可以无视国别、地域、时代、文化的差异，给任何家庭教育、认知水平、是非观念的人，都带来直达心底的震撼和蜕变。 在嘈杂纷乱，利益交杂的世间，究竟何为善恶，什么才能称之为真正的正义？ 无论你此刻...

                         (展开)"
,,"1861年6月，雨果正在创作《悲惨世界》，此时距离他被流放已经过去了10年时间。 他在山脚下拾起一朵凋零的花，这片三色花像极了当时风雨飘摇的法国社会，他将花瓣珍藏起来，并带着一颗悲悯而又愤怒的心，继续进行文学创作。 1862年，《悲惨世界》终于在比利时问世，这部旷世巨著...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        如果要说雨果的代表作，必然首推《悲惨世界》。在这部以拿破仑战争及之后的复辟时期为背景的作品中，雨果围绕主人公苦刑犯让·瓦让的个人经历展开，绘就了法国社会生活的宏大画卷，并在其中融入了自己对社会、对人生的诸多思考。即便时光荏苒，历史已经进入了21世纪，《悲惨世...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        合上书的一霎，看到封面的原版珂赛特插画，我感到自己的内心被强有力的情感再一次击中，受到阅读中最后一次，也是最强烈的震撼。 该怎样对这部著作作出客观详尽的评价？ 雨果本人的浪漫主义写作风格、字里行间强烈的价值观输出和其本人的改良主义政治立场是很讨巧的结合。在其...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        为了在读书会分享这本书，特意整理了书中人物的年龄，顺带结合真实历史把作者的年表也加了进去。 1729年 国民公会代表G出生 。 1739或1740年 米里哀主教在普罗旺斯出生。 1740年 吉诺曼先生，也就是马吕斯的外公出生。 1767年 马吕斯的爸爸 彭眉胥出生。 1769年 冉阿让出生。 1...

                         (展开)"
,,"@蔡尹珊珊：悲惨世界我们在大二的编剧课上再度细读，改编成电视剧梗概以及写人物小传，老师说这本书是编剧们永远的宝库，值得一读再读。 ◆ ◆ @咆哮女郎柏邦妮(丝瓜络竹木刷) 昨晚看《悲惨世界》。一个几乎是奇情的戏剧故事，怎么融合进一个壮阔大时代里；雨果是先把大写的人...

                         (展开)"
,,"读这本书，因为长，确实花费了不少时间。且剧情不连贯，穿插着战争、暴动、政治、世间百态···如今读毕，竟发现这些穿插并不无道理。《悲惨世界》在第一次购书的时候，是拒绝买的，因为名字实在不讨喜，生活的美好，让我有了抵制悲惨一词的本能，再者，书实在好厚好厚。    ...

                         (展开)"
,,"从描摹滑铁卢战役的篇章开始，这部小说开始了向杰作挺进的道路。  因为我曾经费尽心机地写“一页被篡改的历史”，又因为才力不及而草草收尾，所以一看到史诗般的战争描写，就会心折。但这样的篇章真得不多：这里是一处，《英雄志》里有一处，《帕尔马修道院》开头的那些篇章可...

                         (展开)"
,,"我记得从小时候开始，身边的其他男生们都热衷于讨论国际形势和政治动态，诸如中美关系，日本又怎样挑衅，中国***型号的歼击机怎么落伍，领导人做出的决策又有什么失误，（抱歉到现在我也叫不出任何一台战斗机的名称，现在你们中共的领导人我也认识不超过三个），看他们义愤填膺...

                         (展开)"
,,"花了三个月，终于看完了英译版雨果的《悲惨世界》（Les Miserables）  我比较喜欢开头到芳汀死了这一部分。大主教的宽博仁爱，和芳汀的悲惨，深深打动我。前者是温暖的阳光，后者是冰冷的黑暗。芳汀就是悲惨世界里面一个典型的例子。无知再加上社会的缺陷，使一个如花的女子被...

                         (展开)"
,,"高中的时候囫囵吞枣的把这本书过了一遍，并没有花心思去思考和“理解”作者的本意。现在回想起来，悲惨世界的悲惨并不是某个人的悲惨，而是那个时代法国的悲惨。  当时的法国在经历了大革命时期引领这个欧洲乃至世界的资本主义民主革命的成功，经历了拿破仑一一国之力对抗整个...

                         (展开)"
,,"珂赛特 芳汀 冉阿让  小的时候我曾经那么嫉妒过珂赛特 她漂亮 富有 天真 拥有爱情  还有冉阿让的保护  他给的完整的宠爱 保护她的天真  也许我最嫉妒的是冉阿让给予的保护吧  我曾经那么废寝忘食的沉醉在这本书里面 为了他们的无知 为了他们的善良  世界上最广阔的是海洋 比海...

                         (展开)"
,,"总有一个人让自己觉得敬佩，我从没也没有怀疑过雨果的伟大。 当命运来的如此突然时，我们是否会双手合拢来祈祷，这可能不符合没有宗教信仰的人的习惯，但是内心的虔诚就是最好的抗争。 敬爱的主教被议员惊醒的刹那就是内心虔诚的抗争，他选择了温和抗争，用仁慈的方式对自由作...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        《悲惨世界》是维克多·雨果的杰作，它不仅是一部文学巨著，更是一面照进我们内心深处的镜子。在这部作品中，雨果用他的笔触细腻地描绘了社会的各个阶层，通过主人公让·瓦让的故事，展现了人性的复杂与伟大。这部作品不仅让我深深地感受到了文学的力量，也在我的心灵深处留下...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        我们苦难的根源是什么？ 法国作家维克多·雨果创作的长篇小说《悲惨世界》告诉了我们答案。 那就是贫穷！ 那么，为什么有的人生而贫穷，有的人生来却富有？因为阶级。亦如马克思说的有人的地方就有阶级。 《悲惨世界》讲述的就是一个底层人让·阿让（Jean Valjean）的个人经历...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        雨果先生原本只是计划写一个“小人物在强大法律面前卑微无助”的小故事，但写着写着却发现，人性与法理之间微妙的关系背后，其实藏着许多法条无法解决的人间悲剧，于是，故事变成了对人性与法理之间平衡与博弈的探讨。 但写着写着雨果先生又发现，人性与法理往往无法逃脱时代的...

                         (展开)"
,,"为什么说世界名著值得一读再读？为什么名著越早读越好？ 年幼不知名著好，再读已是书中人。 在和平时代长大的孩子，一开始读《悲惨世界》必然是被震撼的，小时候分不清所谓现实主义理想主义浪漫主义，只知道统治阶级的罪恶，偷一片面包就是19年的严苛刑罚；也看到善恶的两面，...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        据闻，法国作家维克多. 雨果（1802-1885）的这部鸿篇巨制《悲惨世界》，在还未正式出版前，就已被翻译成欧洲多国语言，轰动一时，深受好评。 雨果是法国著名的诗人、小说家、剧作家，一代文豪，被认为是法国浪漫主义之父。死后国丧，巴黎人山人海，全民哀悼。 雨果生长于一个罗...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        一直对尼采的这句话深有感触：与恶龙缠斗过久，自身亦成为恶龙；凝视深渊过久，深渊将回以凝视。 与黑暗同行，最后只能走进深渊，反之，如果在黑暗中能有一束光出现，行路人便有机会可以选择想要前进的方向。 读雨果的《悲惨世界》也会有同样的体会，可怜人本就生存艰难，如果...

                         (展开)"
,,"维克多·雨果，法国19世纪前期积极浪漫主义文学的代表作家。代表作有长篇小说《巴黎圣母院》《九三年》和《悲惨世界》等。 后浪插图经典系列，都是选用名家名译名画。这是我拥有的此系列第七套啦。这套亮点多多—— 法语翻译名家潘丽珍老师，师从许渊冲先生，天真可爱，治学严...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        如果说人类文学有一座巅峰，那《悲惨世界》毋庸置疑就是这上面最闪亮的那颗明珠。 冉阿让，一个悲惨的穷人，因为偷了一小块面包被判处了五年劳役刑（初看时觉得定罪量刑过重，但的确就是当时社会的真实写照）。又因为四次越狱，加重刑罚，最终做了十九年的苦役。 当他出狱之时...

                         (展开)"
,,"历时二十天，终于读完了这本世界名著，有时候读的很入迷，有时候读的很累，今日读完掩卷我想说“好书”。 我认为书名可以分开理解，“悲惨”和“世界”，悲惨是以冉阿让为主线的故事情节和他一生悲惨的命运。世界是除情节以外的一切历史背景和细节。我就是在悲惨部分读的很入迷...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        1861年6月30日，雨果在给好友的信中写道：“今天，当一轮红日挂上我的窗扉时，我写完了《悲惨世界》”。十九世纪的法国在那一刻定格，得以穿越时空，来到我手边。 150年后，我第一次拿起精简版的《悲惨世界》，感动得不能自已。那圣洁的主教、正值的冉阿让、苦命的芳汀、可怜的...

                         (展开)"
,,"深夜两点呜咽哭泣着看完全书，直到三点也没睡着，被马吕斯和珂赛特气到了。 全书大概写了，慈悲，司法，共和，爱情。 慈悲。 这一部分，卞福汝主教是如何对待自己，对待他人，对待冉阿让的。他身居主教高位，一生节俭，善待所有人，用自己的善行感化身边的人。甚至对自己信仰宗...

                         (展开)"
,,"还有多少少年能够把《悲惨世界》看完呢？当时我在读小学的时候，没有儿童读物一说，看的就是《娜娜》《红与黑》《忏悔录》，高中时候看的《悲惨世界》则影响着我一生的道德观和世界观，我甚至希望如果我成了中国的JY部官员，就一定要把《悲惨世界》作为必读书，因为我相信读这...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        《悲惨世界》是一部震撼人心的煌煌巨著。全书共分为五部。第一部《芳汀》，第二部《珂赛特》，第三部《马吕斯》，第四部《卜吕梅街的儿女情和圣德尼街的英雄血》，第五部《冉•阿让》。  　　  小说叙述了刑满释放犯冉•阿让的悲惨故事。一七九五年，冉•阿让为饥饿所迫...

                         (展开)"
,,"终于读完了悲惨世界，从ABC社开始，大量的评论和引经据典让阅读成了一件很吃力的事情，于是一目十行地掠过很多章节。  十八十九世纪之交的法国，或者说巴黎，是剧烈动荡中的欧洲的风暴中心。一七八九年巴黎民众攻占巴士底狱，一七九三年路易十六被审判并上了断头台，一八零四年...

                         (展开)"
,,"在初中有一阵子 把雨果崇拜到了极点 因为那时候偶就知道有一个雨果 把他的四部长篇看完了（巴黎 九三 悲惨 笑面） 悲惨世界当然是最长的了 那时往往一页书要啃半天 看的也格外认真 半年才看完  　　这是第一本让我落泪的书 哭一次就像重生一般 还记得看到马鲁斯的外公在革命后...

                         (展开)"
,,"这是文学史上少有的几部能让人念念不忘、必有回响的作品之一。我上初二的时候就曾读过一次，虽然是中学生读本的缩写版，但跌宕起伏的故事，让我小小年纪就感受到了什么叫荡气回肠、肝肠寸断。长大之后，电影版、音乐剧版也都品尝过，可名著本身文字的魅力、语言的艺术，如今才...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        贫困使人饥饿，饥饿使人绝望，绝望使人犯罪，犯罪了就要被法律制裁，毫无辩解反抗之力。 可真正有罪的，并非是犯罪的人，而是造成他心灵黑暗的人。 一七九五年，一个修树工让·瓦让因为饥饿，迫不得已偷了一块面包，悲惨的命运也就以此拉开了序幕。他因为这块面包被判了五年苦...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        “珂赛特，现在该告诉你母亲的名字了。 她叫芳蒂娜。记住芳蒂娜这个名字。 每次你说这个名字，都得跪下。 她吃了很多苦。她很爱你。 你有多少幸福，她就有多少不幸。 这是上帝分配的。他在天上，他看着我们大家，他清楚在星星中间该干什么。” 书读完，我觉得我的心的空间被拓...

                         (展开)"
,,"年复一年，让·瓦让的心渐渐地，却又是不可避免地变得越来越干涸。心一干涸，眼睛也随着干涸。他出狱时，已有十九年没掉过一滴泪了。 让·瓦让是谁？他的心会什么干涸？他又因为什么而坐了十九年的牢？ 这短短的一段文字是不是引起了你的诸多疑问呢？或许，此刻你对于“让·瓦...

                         (展开)"
,,"众所周知，我是个推理博主，大部头文学作品世界名著，对我来说，通常就是看不懂，不敢高攀的程度，此前看过的大部头名著恐怕只有《基督山伯爵》，但一个看推理的我为什么入手了这套《悲惨世界》呢？ 出生于贫苦农民家庭的让•瓦让，自幼父母双亡，靠着姐姐的扶养才长大成人。...

                         (展开)"
,,"在任何时代下生活的人们，认知都有一定的局限性，哪怕是这个时代最聪明的人。问题并不在于这个人的智商高低，而在于一定环境下的禁锢影响，那是时代发展的必然趋势和局限，无论好坏。 生而为人，如何判断立身之本？诚然这是一个很大的命题，但其实这也是一个很容易认知的问题。...

                         (展开)"
,,"雨夜里，一位垂垂老矣的主教为了拯救一个小偷，把他的银器赠送给了那个可怜的青年。这个情节不仅是《悲惨世界》的开篇，也是整个小说的精髓所在。众多名家都直言《悲惨世界》闪耀着人性的光辉，这微弱却不灭的光芒，就从这个场景开始，成为世界文学史上不灭的史诗。 《悲惨世界...

                         (展开)"
,,"只要是男人愚昧无知，陷于绝望的地方，凡是女人为了一块面包而卖身，以及儿童因为没有学习的书籍和取暖的火炉而痛苦的地方，我的《悲惨世界》都会来敲门，说道：“开门，我来找你们了！” ——维克多·雨果 《悲惨世界》是法国19世纪前期积极浪漫主义代表作家维克多·雨果酝酿...

                         (展开)"
,,"Why Javert is one of the most tragic characters in Les Miserables. Okay, who knows why I’m even writing this. I guess I spent too much time thinking about Les Miserables and the book invaded my brain system. But let me explain my arguments, along with the ...

                         (展开)"
,,"我不知道还有谁像冉阿让一样受过这么多灵魂层面的苦，他偷过一位主教的信任，从此竟像直接对上帝行了窃，要用终生的、孜孜不倦的善行和反省来弥补。 仇人伸手打他的右脸，他便把左脸也转向他。 我没见过这种人，所以尤其感到震撼，人可以被良心困到这种田地。太仰望他了，也太...

                         (展开)"
,,"不敢想象这本书只是一个和你我一样的凡人所书写。难以想象，即便是经过实地走访，但对生死攸关之时地狱般景象的描写；起义者的正义与愤怒；军队警察的残暴与理智；起义结尾，安灼拉慷慨赴死时混乱突然归于沉寂；在生死攸关之时人的心理的极具变化.... 雨果绝对是一个阅历及其丰...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        l 前言 从1829年小说《死囚末日记》激发起雨果力图揭露社会不公和矛盾的信念，到1840年草拟写作大纲，再到1848年写出《苦难的人们》初稿，最后到1861年根据《苦难的人们》正式创作《悲惨世界》，雨果先生开始执笔写这部巨著的时候，就已经在心中酝酿了三十多年。三十多年凝聚出...

                         (展开)"
,,"人间善良的可贵 《悲惨世界》这本小说在我读完之后给我留下了深刻的印象，原因是在这本小说中，，作者雨果可谓是把善良与其他黑暗的一面对比得淋漓尽致，在这本书中，我看到了善良的难得与可贵。 这部小说是一部励志小说，讲了一个叫冉 阿让的男人从被施予善良到传递善良的故事...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        主教、冉阿让悲惨，他们太善良，特别是主教就像耶稣化身，绝对的慈爱。而冉阿让就是苦难天使，用苦难的一生去赎罪（但是我不懂为什么要付出一生的苦难去赎罪，就因为年轻时候为了给饥饿的侄女偷面包？） ABC朋友们悲惨，他们为了人民自由，壮烈牺牲。 爱潘妮悲惨，为了没有结果...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        有关《悲惨世界》，我是先看了音乐剧，再看了电影，最后读的原著。我永远忘不了2018年5月20日在人文馆看的那场武大音乐剧社年度戏，狠狠把我踹进了音乐剧大坑。这些且按下不表，爱潘妮引起我的注意可能是因为是我喜欢的小姑娘唱，但是Little Fall of Rain着实唱得我心碎，在逐...

                         (展开)"
,,"十九世纪的巴黎，贫苦的冉阿让为了挨饿的孩子去偷面包，结果被饱食终日的法官判处19年的苦役。出狱后，走投无路的冉阿让被好心的米里哀主教收留过夜，却偷走了主教的银器潜逃，后被警察捉回。主教声称银器是送给他的，使冉阿让免于被捕。主教的言行感化了冉阿让，他化名马德兰...

                         (展开)"
,,"冉阿让是一个让人尊敬的人。他是一位热心的人，在明明知道自己有可能会被人发现是个苦役犯的情况下，还义无反顾的上去救了割风伯伯；他是一个有同情心的人，在被人误解了之后还勇敢的上去帮助了别人；他还是一个有责任心的人，他认认真真地完成了别人对他的嘱托。 人无完人，他...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        维克多·雨果，出生于法国东部城市贝桑松，成长在一个军官家庭。他从中学时代便开始文学创作，文学生涯超过60年，著作合计79卷。《悲惨世界》由雨果历时30余年完成，是他晚期代表作。1862年7月，《悲惨世界》一经出版，便获得巨大成功，并被译成不同文字在世界各地流传，受到了...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        几点感受: 1.这绝对不仅仅是一本单纯的小说。关于历史、革命、阶级、宗教、社会、人生、情感等等的论述读罢都会令人感到叹为观止，很难想象雨果在那个时代就批判揭露过的问题很多在当今社会都还存在。虽然太多长长的人名地名和句子让这些论述部分读起来的确有些障碍，但不妨碍...

                         (展开)"
,,"文学作品是没有什么立竿见影的效果的、没什么实际的作用，不如非虚构的书籍效果那么好。 但为什么文学作品经久不衰、世代延续下来，特别是经典文学作品。 初高中背诵的列夫托尔斯泰，俄国作家，代表作《战争与和平》、《安娜卡列尼娜》、《复活》；维克多雨果，法国作家，代表...

                         (展开)"
,,"“现在，有什么东西便宜？全那么贵。世上只有痛苦便宜；这世上的痛苦，真是一钱不值”P264 写的多么好啊，金句。 好的小说，想一页一页的读下去；经典的文学作品，会让你想慢下来，不错过过程、了解各个阶段人物的心理独白。 读小说的作用和意义对我来说是什么？对个人的励志、...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        这个年纪读这本书太晚了，错过了塑造性格的最佳时期。适合十七八岁的朋友，静下心来好好感受，冉阿让的善良、正直、良心会带给你心灵上的悸动。 大概一个月左右的时间，把考研时间生生挤出来读《悲惨世界》，对做人这个问题有极大地共鸣，劝诫自己要做一个正直、品性的人，勇敢...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        是看完休杰克曼、安妮海瑟薇、罗素克劳、阿曼达赛弗里德这部大牌云集的电影才决定买书来啃，原先对这种早已耳闻的史诗级别的宏伟巨著是基本不敢碰的。看完电影的唯一感觉也不是觉得大牌云集有多牛逼（请忽略这部电影为歌剧专业人士所诟病的唱腔吐词等，毕竟我等只是纯为了看电...

                         (展开)"
,,"豆瓣目前排第二的书评不要我们这些庸才动笔了，看完之后突然明白李白说“眼前有楼道不得，崔颢题诗在上头”的心情了，以前读完《黄金时代》读完《白银时代》之后在豆瓣也遇见这种事，尤其是后者，我当时读书的时候就想我一定要写一篇名为《小径分岔的花园》的书评，跑到豆瓣一...

                         (展开)"
,,"小时候没有读名著，现在大了后悔了，开始补功课。借的第一本就是《悲惨世界》，哦，准确的说是两本。本想从国内名著开始入门的，这样文化差异小一些，结果小地方图书馆的书太少，国内书籍几乎全是些时下流行的网络小说，好不容易在才一个角落找到了这套名著。       毕竟...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        今日读罢《悲惨世界》 两年半以前，在汤姆·霍伯导演的《悲惨世界》上映之后，我从电影院归来，脑中满是《Do You Hear The People Sing》的激壮旋律。当时我很喜欢末尾《Eplilogue》的一句歌词：“For the wretched of the earth, there is a flame that never die.”即使生活...

                         (展开)"
,,"这篇书评可能有关键情节透露

                            《悲惨世界》是继《巴黎圣母院》之后，在法国小说乃至世界小说创作史上的又一个里程碑。雨果以人道主义为精神原则，以工人冉阿让的悲惨生活为主线，向读者展示了拿破仑帝国后期至七月王朝时期法国政治、经济、社会生活的历史画卷，揭露了大革命后法国普通民众生活依然贫困...

                         (展开)"
,,"阅读这本书是就感觉到作者雨果的写作技艺精湛，书中塑造的不仅仅是一个个人物，一种种行为，一件件事，而是一个个灵魂，而书中对于真善美的无形的宣扬，更是让人渴望得到这种心灵的宽恕。这本1书的主题就像书中所说的那样，“本书人物是辅助，主题是无限”

                         (展开)"
,,"第一部  芳汀  第一卷：正义者  #他不把任何美德置于高不可攀的境界，讲道理和举范例也从不舍近求远。 #他善于用大众语言说明大道理。他会讲各种语言，因而能深入所有的心灵。 #他绝不轻率地谴责任何行为，总要先考虑整个环境的因素。他常说：“让我们瞧瞧，是什么路导致这个错...

                         (展开)"
,,"评分8.0 权重5 A magnum opus. 毫无疑问，悲惨世界小说中的核心就是冉阿让救赎和超越的一生，其最精彩的部分就是他的三次重大内心挣扎。 我是先看了电影然后才对小说产生兴趣。电影（歌剧）和小说各有其艺术上的优势。小说能够浓墨重彩地描述冉阿让的内心世界和几次重大转变的...

                         (展开)"
,,"终于读完《悲惨世界》，我就像是一个长途旅行之后的归人，风尘仆仆，身心疲惫，却在灵魂的某个节点上一直颤动不止，过往的风景情节变成一盏盏单独立体却不乏联系的路灯，一闪一闪，照耀黑暗。于是我的思路慢慢清晰。 《悲惨世界》是一本很厚的书，像所有的经典一样，其中也不乏...

                         (展开)"
,,"一年半前和某小朋友一起听的一场讲座里，提到了米里哀与冉阿让的故事，便只略提，也深有感触。近几天读完《悲惨世界》，发现这可能是整个故事中最明亮的一笔，也必然是冉阿让生命中最明亮的一笔。 	在两人一天的交集以前，故事集中在米里哀主教那一边，而之后镜头转到了冉阿让...

                         (展开)"
,,"前一段时间看完《悲惨世界》，感觉要写点什么，一直抽不出时间，近几天一直在图书馆泡着，才发现机会来了。其实《悲惨世界》这套书我三年前我就买了，当时没有看得下去，嫌文字过于晦涩，大谈理论政治，这与我期待中的小说差距很大。因为我喜欢小说中有对话，有情节，是一个引...

                         (展开)"
,,"冉阿让，，什么什么。。为什么当所有人把罪行都指向他，他却依然微微一笑。他从不悲惨过。。只是那些人……

                         (展开)"
,,"这篇书评可能有关键情节透露

                            花了一个多月看完悲惨世界,虽然感觉小说有些地方是冗长了，但故事情节的巧妙设置,以及对人物入木三分的描写，我还是很喜欢这部名著，也给主人公冉阿让所表现出来的品质深深所感动了。     回想起书中开头，刚出狱的冉阿让偷了米里哀主教两个银烛台，主教却说这是送给冉阿让...

                         (展开)"
,,"雨果的人文关怀，对大爱的终极追求，要唤起一种普世的博爱，他小说的浪漫主义基调呈现了阔达浩渺的情感海洋，以力求触动人性深处的恻隐之情，让人们去正视，去接受，去履行平等的关爱，构筑人类社会的温情化氛围。阶级、时代带来的刻骨仇恨与敌视都能被无私宽容的爱化解，一个...

                         (展开)"
,,"如果你看过不下5个译本或是电影中的字幕翻译,那么你肯定会发现,这个版的翻译是最棒的,雨果文字深厚的功力,通过翻译仍能体现出8,9成,真的很不错~~

                         (展开)"
,,"读过很多巴尔扎克的小说，认为巴尔扎克是法国最伟大的作家了，居然能把法国生活写得那么真切。读过《悲惨世界》才知道，原来伟大和杰出之间的距离这么大。雨果是上帝的代言人。他表达了神对人世苦难的悲悯。巴尔扎克展示了人性，雨果提升了人性。雨果，人类良心的代表啊。

                         (展开)"
,,"第一次能认真完全并融入的世界名著就是《悲惨世界》。我百读不厌，并一次次地为之感动。（这在我的历史上是很少见的，虽然我的世界名著不多）第一个让我感动的地方就是掏烟囱的孩子哭着跑走时，冉阿让的觉醒。他孤独慌张地追赶那个孩子，旷野上响起他的声音。很响。但是孩...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        文/石墨杨 罗曼·罗兰说：“在文学界和艺术界的所有伟人中，雨果是唯一活在法兰西人民心中的伟人。” 1862年，法国作家维克多·雨果发表了一部长篇小说《悲惨世界》，是他在流亡期间创作小说，这本小说他写了二十多年。人生苦短，这本作品对于他而言有着非凡的意义，对于今天的...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        过去世界的黑暗只有我们想不到的，没有它不曾发生的。 就像现在的八卦，对于我们来说，一个女人的丈夫和她的侄女儿搞在一起就已经算是超级劲爆的消息的，可是在父母眼中，那不过是一个再小不过的八卦。 同样的，当我们以为“第二十条”里呈现出来的悲剧已经够惨了的时候，曾经...

                         (展开)"
,,"法国19世纪前期积极浪漫主义文学的代表作家维克多•雨果被人们称为“法兰西的莎士比亚”。他的名著《悲惨世界》早已成世界各国家喻户晓蜚声文坛的不朽之作。雨果自己称之为“社会的史诗”，甚至连对雨果抱有偏见的托尔斯泰都认为《悲惨世界》应是人人必读之书。 雨果不仅是一...

                         (展开)"
,,"提到《悲惨世界》这部世界级经典名著，就算没看过，想必大部分人也听说过它的大名。早在1832年，作者维克多·雨果便有了相当明确的构思，辗转数年，他才开始创作本书，而一开始它名字并不是“悲惨世界”，而是《苦难》。就在《苦难》即将完成之际，雨果卷入政治之争，一度陷入...

                         (展开)"
,,"记得中学语文课上学了《芳汀》的节选部分之后， 就迫不及待地读了雨果的这部长篇小说。二十年后重读这本书，而且是插图版，感觉就像是一件艺术品，外表和内涵的双重享受。 从芳汀的两颗门牙开始，这个悲惨世界的大门向我们打开。冉阿让因为饥饿而企图在面包店行窃，一无所获却...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        世界文学中的大部头，《悲惨世界》必然会占据一隅之地。 正如雨果在作者序中所言， “只要本世纪的三大问题——男人因贫穷而沉沦，女人因饥俄而堕落，儿童因黑暗而愚蒙一一得不到解决；只要在有些地区，社会窒息的现象依然存在，换句话说，从更广义的角度看，只要地球上还存在...

                         (展开)"
,,"雨果通过冉阿让的救赎之路，来重现大革命时期的法国。 冉阿让因为一片面包被处以重罚，这是他人生悲剧的开始，也是社会巨变下底层民众的悲惨命运的缩影。 雨果写社会全貌，也写社会局部，从司法制度、拿破仑、革命起义，到苦役犯、修道院、街头野孩、黑话； 写批判仇恨，也写爱...

                         (展开)"
,,"几年前读过一次《悲惨世界》，读了好长时间，而且有种越读越长的错觉，只一次我未能读透那段历史，我也未曾读懂那所谓的永恒的爱情，只一次我恐未领略雨果笔下世界（他对巴黎的描写，始终散发着矢志不渝的热爱）百分之一的风采，实在是太庞大了，好似刚刚触及了一丢丢便开始渐...

                         (展开)"
,,"“当你觉得对生活感到失望的时候，读一读雨果的《悲惨世界》吧，然后你会觉得自己还是被善待着的” 雨果说，只要这世界还有无知和贫穷，《悲惨世界》就一直有存在的意义。 《悲惨世界》初次出版是1862年，至今整整161年，而在这个时间的两年前，圆明园di一次被放火烧。而当时雨...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        有一些年纪尚轻的女读者说，看雨果先生的《悲惨世界》，总会在芳蒂娜的故事里就哭着被劝退了。 从没见过这么可怜的母亲而伟大的母亲，为了给狮子大开口的寄养女儿的家庭付账单，卖掉一头金发、两颗门牙、最后被迫出卖身体，整整六年，直到病死，也没能与一岁就离别的女儿相见。...

                         (展开)"
